County,Name,Category,Address,"City, State",Phone
new_york,APICHA HEALTH CENTER PHARMACY,(pharmacy freestanding),400 BROADWAY,"NEW YORK, NEW YORK",(806) 324-5400
new_york,MOUNT SINAI HOSPITAL,(pharmacy freestanding),1407 MADISON AVE,"NEW YORK, NEW YORK",(646) 605-6201
new_york,SAN JUDA PHARMACY,(pharmacy freestanding),520 W 207TH ST,"NEW YORK, NEW YORK",(212) 567-1350
new_york,CVS ALBANY LLC,(pharmacy freestanding),360 6TH AVE,"NEW YORK, NEW YORK",(212) 375-9401
new_york,ST LUKES ROOSEVELT HOSPITAL CENTER,(pharmacy freestanding),1000 10TH AVE STE 2T,"NEW YORK, NEW YORK",(212) 636-3600
new_york,MOUNT SINAI HOSPITAL,(pharmacy freestanding),1468 MADISON AVE,"NEW YORK, NEW YORK",(212) 256-2904
new_york,2355 2ND AVE NYS LLC,(pharmacy freestanding),2355 2ND AVE,"NEW YORK, NEW YORK",(212) 426-7151
new_york,ABACUS PHARMACY INC,(pharmacy freestanding),168 2ND AVE,"NEW YORK, NEW YORK",(212) 477-6400
new_york,E HARLEM COUNCIL FOR HUMAN SVCS INC,(pharmacy freestanding),2265 3RD AVE FL 1,"NEW YORK, NEW YORK",(806) 324-5472
new_york,PHARMACO INC,(pharmacy freestanding),216 CANAL ST,"NEW YORK, NEW YORK",(212) 513-1344
new_york,ALLEN STREET PHARMACY INC,(pharmacy freestanding),2 ALLEN ST UNIT 1B STE 1A,"NEW YORK, NEW YORK",(212) 966-8287
new_york,RED RIBBON PHARMACY INC,(pharmacy freestanding),2484 ADAM CLAYTON POWELL JR BLVD,"NEW YORK, NEW YORK",(646) 901-4699
new_york,UP CHEMISTRY SERVICES INC,(pharmacy dme freestanding),2338 2ND AVE,"NEW YORK, NEW YORK",(917) 464-5252
new_york,CVS ALBANY LLC #11014,(pharmacy dme freestanding),969 2ND AVE,"NEW YORK, NEW YORK",(212) 935-1819
new_york,DUANE READE #221,(pharmacy dme freestanding),773 LEXINGTON AVE,"NEW YORK, NEW YORK",(847) 527-4410
new_york,MELBRAN PHARMACY,(pharmacy dme freestanding),605 W 168TH ST,"NEW YORK, NEW YORK",(212) 568-1300
new_york,GOOD HEALTH ZONE INC,(pharmacy dme freestanding),3820 BROADWAY,"NEW YORK, NEW YORK",(646) 777-2608
new_york,WEST 142ND STREET PHARMACY CORP,(pharmacy dme freestanding),3471 BROADWAY,"NEW YORK, NEW YORK",(212) 234-8400
new_york,DUANE READE #185,(pharmacy dme freestanding),100 DELANCEY ST,"NEW YORK, NEW YORK",(847) 527-4410
new_york,DUANE READE #146,(pharmacy dme freestanding),2522 BROADWAY,"NEW YORK, NEW YORK",(847) 527-4410
new_york,CENTURY GRAND INC,(pharmacy dme freestanding),26 E BROADWAY,"NEW YORK, NEW YORK",(212) 925-3838
new_york,A M PHARMACY II INC,(pharmacy dme freestanding),223 GRAND ST,"NEW YORK, NEW YORK",(212) 226-8832
new_york,OMEGA PHARMACY INC,(pharmacy dme freestanding),1439 AMSTERDAM AVE,"NEW YORK, NEW YORK",(212) 234-4666
new_york,RITE HOPE PHARMACY,(pharmacy dme freestanding),1793A MADISON AVE,"NEW YORK, NEW YORK",(212) 348-3341
new_york,AARNA PHARMA INC,(pharmacy dme freestanding),752 SAINT NICHOLAS AVE,"NEW YORK, NEW YORK",(212) 281-8300
new_york,ARROW APOTHECARY,(pharmacy dme freestanding),883 9TH AVE,"NEW YORK, NEW YORK",(212) 245-8469
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),2182 BROADWAY,"NEW YORK, NEW YORK",(401) 765-1500
new_york,HERITAGE PHARMACY & SURGICAL SUPP,(pharmacy dme freestanding),2258 ADAM CLAYTON POWELL JR BLVD,"NEW YORK, NEW YORK",(212) 694-8050
new_york,CVS PHARMACY #11132,(pharmacy dme freestanding),196 ORCHARD ST,"NEW YORK, NEW YORK",(646) 416-5754
new_york,BUY-RITE PHARMACY V,(pharmacy dme freestanding),139 CENTRE ST PH 104,"NEW YORK, NEW YORK",(211) 234-3191
new_york,EQUAL CARE PHARMACY INC,(pharmacy dme freestanding),753 E 5TH ST,"NEW YORK, NEW YORK",(212) 228-6137
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),1440 BROADWAY,"NEW YORK, NEW YORK",(401) 765-1500
new_york,DUANE READE #112,(pharmacy dme freestanding),485 LEXINGTON AVE,"NEW YORK, NEW YORK",(217) 709-2324
new_york,FUZHOU PHARMACY,(pharmacy dme freestanding),96 E BROADWAY,"NEW YORK, NEW YORK",(212) 693-8866
new_york,FEINS ETHICAL PHARMACY CORP,(pharmacy dme freestanding),3586 BROADWAY,"NEW YORK, NEW YORK",(212) 862-3315
new_york,DRUG SHOPPE LLC,(pharmacy dme freestanding),2074 FREDERICK DOUGLASS BLVD,"NEW YORK, NEW YORK",(212) 222-3652
new_york,139 PHARMACY INC,(pharmacy dme freestanding),3411 BROADWAY,"NEW YORK, NEW YORK",(212) 283-6623
new_york,NEW AMSTERDAM DRUG MART INC,(pharmacy dme freestanding),698 AMSTERDAM AVE,"NEW YORK, NEW YORK",(212) 865-9700
new_york,DUANE READE #382,(pharmacy dme freestanding),300 W 135TH ST,"NEW YORK, NEW YORK",(847) 527-4410
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),200 W END AVE,"NEW YORK, NEW YORK",(212) 496-4198
new_york,KINGS PARK SLOPE LLC,(pharmacy dme freestanding),8 E 41ST ST,"NEW YORK, NEW YORK",(718) 230-3535
new_york,31ST & 3RD PHARMACY INC,(pharmacy dme freestanding),307 W 38TH ST STE 5-013,"NEW YORK, NEW YORK",(516) 822-6300
new_york,CAROL PHARMACY LLC,(pharmacy dme freestanding),4230 BROADWAY,"NEW YORK, NEW YORK",(917) 965-2277
new_york,CATHERINE STREET PHARMACY INC,(pharmacy dme freestanding),58 E BROADWAY,"NEW YORK, NEW YORK",(917) 472-7328
new_york,NMS DRUGS INC,(pharmacy dme freestanding),199 DYCKMAN ST,"NEW YORK, NEW YORK",(212) 567-1331
new_york,FAMILY PHARMACY,(pharmacy dme freestanding),3 W 137TH ST,"NEW YORK, NEW YORK",(212) 281-4881
new_york,HEIGHTS COMMUNITY PHARMACY INC,(pharmacy dme freestanding),120 AUDUBON AVE,"NEW YORK, NEW YORK",(212) 795-4080
new_york,DUANE READE #480,(pharmacy dme freestanding),60 SPRING ST,"NEW YORK, NEW YORK",(847) 527-4410
new_york,BUY-RITE PHARMACY INC,(pharmacy dme freestanding),9 ELIZABETH ST FL GROUND,"NEW YORK, NEW YORK",(212) 966-9239
new_york,PARKWEST PHARMACY,(pharmacy dme freestanding),463 COLUMBUS AVE,"NEW YORK, NEW YORK",(212) 721-3883
new_york,DUANE READE #260,(pharmacy dme freestanding),77 7TH AVE,"NEW YORK, NEW YORK",(847) 527-4410
new_york,HEALTHSOURCE PHARMACY,(pharmacy dme freestanding),1000 1ST AVE,"NEW YORK, NEW YORK",(212) 310-0111
new_york,145TH ST PHARMACY,(pharmacy dme freestanding),300 W 145TH ST,"NEW YORK, NEW YORK",(212) 281-3480
new_york,MAGNOLIA PHARMACY,(pharmacy dme freestanding),2032 3RD AVE,"NEW YORK, NEW YORK",(212) 369-6075
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),750 AVENUE OF AMERICAS,"NEW YORK, NEW YORK",(401) 765-1500
new_york,DRUG LOFT II INC,(pharmacy dme freestanding),1408 MADISON AVE,"NEW YORK, NEW YORK",(212) 996-9499
new_york,HEIGHTS PHARMACY INC,(pharmacy dme freestanding),719 W 181ST ST,"NEW YORK, NEW YORK",(212) 781-0707
new_york,E CARE PHARMACY CORP,(pharmacy dme freestanding),48 MOTT ST,"NEW YORK, NEW YORK",(212) 962-3388
new_york,PROMEDS PHARMACY GROUP INC,(pharmacy dme freestanding),4068 BROADWAY,"NEW YORK, NEW YORK",(212) 540-4068
new_york,VILLAGE APOTHECARY,(pharmacy dme freestanding),407 BLEECKER ST,"NEW YORK, NEW YORK",(212) 807-7566
new_york,BEYOND HEALTH PHARMACY INC,(pharmacy dme freestanding),205 3RD AVE,"NEW YORK, NEW YORK",(212) 477-7788
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),500 GRAND ST,"NEW YORK, NEW YORK",(212) 677-1008
new_york,153 HESTER PHARMACY INC,(pharmacy dme freestanding),153 HESTER ST,"NEW YORK, NEW YORK",(212) 625-1399
new_york,LOISAIDA RX INC,(pharmacy dme freestanding),273 E 3RD ST,"NEW YORK, NEW YORK",(212) 254-7307
new_york,MEDILANE PHARMACY CORP,(pharmacy dme freestanding),204 CLINTON ST,"NEW YORK, NEW YORK",(212) 571-2888
new_york,TWIN PHARMACY CORP,(pharmacy dme freestanding),1538 SAINT NICHOLAS AVE,"NEW YORK, NEW YORK",(212) 927-5570
new_york,DUANE READE 21350,(pharmacy dme freestanding),383 W 31ST ST STE 10,"NEW YORK, NEW YORK",(847) 527-4410
new_york,WEST 14 PHARMACY CORP,(pharmacy dme freestanding),312 W 14TH ST,"NEW YORK, NEW YORK",(212) 727-7979
new_york,JJLM PHARMACY INC,(pharmacy dme freestanding),1303 SAINT NICHOLAS AVE,"NEW YORK, NEW YORK",(212) 543-1900
new_york,HARLEM CORNER PHARMACY INC,(pharmacy dme freestanding),2240 3RD AVE,"NEW YORK, NEW YORK",(212) 360-1757
new_york,RX WORLD PHARMACY SUPPLIES LLC,(pharmacy dme freestanding),2580 ADAM CLAYTON POWELL JR BLVD,"NEW YORK, NEW YORK",(212) 234-4493
new_york,DUANE READE #486,(pharmacy dme freestanding),2069 BROADWAY,"NEW YORK, NEW YORK",(847) 527-4410
new_york,FAMILY CHOICE PHARMACY CORP,(pharmacy dme freestanding),13-17 ELIZABETH ST,"NEW YORK, NEW YORK",(212) 925-6088
new_york,ESCO DRUG CO INC,(pharmacy dme freestanding),687 9TH AVE,"NEW YORK, NEW YORK",(212) 246-8186
new_york,LEXINGTON PHARMA INC,(pharmacy dme freestanding),2021 LEXINGTON AVE FRNT 3,"NEW YORK, NEW YORK",(212) 426-5555
new_york,133RD STREET PHARMACY INC,(pharmacy dme freestanding),1473 AMSTERDAM AVE FRNT 1,"NEW YORK, NEW YORK",(212) 491-4911
new_york,BOWEN PHARMACY INC,(pharmacy dme freestanding),826 10TH AVE,"NEW YORK, NEW YORK",(212) 956-9111
new_york,FIRST PHARMACEUTICAL CORP,(pharmacy dme freestanding),53 ELIZABETH ST,"NEW YORK, NEW YORK",(212) 965-9688
new_york,SHERMAN PHARMACY CORP,(pharmacy dme freestanding),232A SHERMAN AVE,"NEW YORK, NEW YORK",(212) 567-1115
new_york,INWOOD PHARMACY,(pharmacy dme freestanding),4915 BROADWAY,"NEW YORK, NEW YORK",(212) 304-4646
new_york,UPPER MANHATTAN PHARMACY,(pharmacy dme freestanding),1728 AMSTERDAM AVE,"NEW YORK, NEW YORK",(212) 694-6666
new_york,EZ CARE RX INC,(pharmacy dme freestanding),87 ELIZABETH ST FRNT 1,"NEW YORK, NEW YORK",(212) 343-8899
new_york,JORGE PHARMACY,(pharmacy dme freestanding),101 SHERMAN AVE,"NEW YORK, NEW YORK",(212) 567-2753
new_york,BJ'S PHARMACY,(pharmacy dme freestanding),80 E 116TH ST,"NEW YORK, NEW YORK",(212) 348-7758
new_york,1699 FANCY PHARMACY INC,(pharmacy dme freestanding),132 ALLEN ST,"NEW YORK, NEW YORK",(212) 529-4532
new_york,MARIN PHARMACY,(pharmacy dme freestanding),1570 SAINT NICHOLAS AVE # 4,"NEW YORK, NEW YORK",(212) 795-1795
new_york,CVS ALBANY #17849,(pharmacy dme freestanding),123 W 125TH ST,"NEW YORK, NEW YORK",(401) 765-1500
new_york,MEDEXPRESS PHARMACY INC,(pharmacy dme freestanding),35 E BROADWAY,"NEW YORK, NEW YORK",(212) 941-0888
new_york,THERESAS PHARMACY II,(pharmacy dme freestanding),66 NAGLE AVE,"NEW YORK, NEW YORK",(212) 304-3949
new_york,JRA DRUG CORP,(pharmacy dme freestanding),506 W 207TH ST,"NEW YORK, NEW YORK",(212) 304-0101
new_york,ABC PHARMACY V CORP,(pharmacy dme freestanding),17 E BROADWAY # 105,"NEW YORK, NEW YORK",(212) 965-8882
new_york,MAX LIFE PHARMACY INC,(pharmacy dme freestanding),2794 FREDERICK DOUGLASS BLVD,"NEW YORK, NEW YORK",(646) 922-7750
new_york,NEW LONDON PHARMACY INC,(pharmacy dme freestanding),246 8TH AVE,"NEW YORK, NEW YORK",(212) 243-4987
new_york,FARMACO DRUGS INC,(pharmacy dme freestanding),3657 BROADWAY # STORE # 5,"NEW YORK, NEW YORK",(212) 951-1100
new_york,DUANE READE #104,(pharmacy dme freestanding),401 PARK AVE S,"NEW YORK, NEW YORK",(217) 709-2421
new_york,DUANE READE #101,(pharmacy dme freestanding),37 BROADWAY,"NEW YORK, NEW YORK",(217) 709-2324
new_york,NEW GENERATION PHARMACY LLC,(pharmacy dme freestanding),31 OLIVER ST # 33,"NEW YORK, NEW YORK",(212) 227-9129
new_york,EAST END PHARMACY,(pharmacy dme freestanding),210 E 116TH ST,"NEW YORK, NEW YORK",(212) 831-1730
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),10 UNION SQ E,"NEW YORK, NEW YORK",(401) 765-1500
new_york,FOREVER HEALTH PHARMACY INC,(pharmacy dme freestanding),2 E BROADWAY,"NEW YORK, NEW YORK",(212) 966-7887
new_york,CEDRA PHARMACY BROADWAY LLC,(pharmacy dme freestanding),2268 BROADWAY,"NEW YORK, NEW YORK",(212) 877-5000
new_york,DUANE READE #165,(pharmacy dme freestanding),380 AMSTERDAM AVE,"NEW YORK, NEW YORK",(847) 527-4410
new_york,SECOND AVE PHARMACY INC,(pharmacy dme freestanding),249 E 115TH ST,"NEW YORK, NEW YORK",(212) 876-8300
new_york,66 PHARMACY INC,(pharmacy dme freestanding),66 E BROADWAY,"NEW YORK, NEW YORK",(646) 484-6683
new_york,PHARMACY SPECIALIST GROUP II INC,(pharmacy dme freestanding),743 E 9TH ST,"NEW YORK, NEW YORK",(212) 387-8800
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),150 E 42ND ST,"NEW YORK, NEW YORK",(212) 661-8139
new_york,EAST HARLEM APOTHECARY INC,(pharmacy dme freestanding),300 E 102ND ST,"NEW YORK, NEW YORK",(212) 410-1605
new_york,BROADWAY PHARMACY III INC,(pharmacy dme freestanding),629 W 185TH ST,"NEW YORK, NEW YORK",(212) 927-0999
new_york,WALGREENS SPECIALTY PHARMACY #16463,(pharmacy dme freestanding),29 W 116TH ST,"NEW YORK, NEW YORK",(847) 527-2207
new_york,DUANE READE #499,(pharmacy dme freestanding),133 DYCKMAN ST # 141,"NEW YORK, NEW YORK",(847) 527-4410
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),129 FULTON ST,"NEW YORK, NEW YORK",(212) 233-5021
new_york,CVS PHARMACY 10407,(pharmacy dme freestanding),298 MULBERRY ST,"NEW YORK, NEW YORK",(401) 770-1500
new_york,MY PHARMACY,(pharmacy dme freestanding),523 MALCOLM X BLVD,"NEW YORK, NEW YORK",(212) 281-7408
new_york,CVS ALBANY LLC # 11237,(pharmacy dme freestanding),358 5TH AVE,"NEW YORK, NEW YORK",(401) 765-1500
new_york,DAILY SUPPORT PHARMACY INC,(pharmacy dme freestanding),23 DIVISION ST,"NEW YORK, NEW YORK",(646) 669-7389
new_york,ELDRIDGE STREET PHARMACY INC,(pharmacy dme freestanding),11 ELDRIDGE ST,"NEW YORK, NEW YORK",(646) 755-8268
new_york,DUANE READE #318,(pharmacy dme freestanding),300 E 39TH ST,"NEW YORK, NEW YORK",(847) 527-4410
new_york,DUANE READE #319,(pharmacy dme freestanding),180 W 20TH ST,"NEW YORK, NEW YORK",(847) 527-4410
new_york,EAST STAR PHARMACY INC,(pharmacy dme freestanding),2403 2ND AVE,"NEW YORK, NEW YORK",(212) 987-3600
new_york,DUANE READE #412,(pharmacy dme freestanding),352 GREENWICH ST,"NEW YORK, NEW YORK",(847) 527-4410
new_york,HONG YEE PHARMACY INC,(pharmacy dme freestanding),227 GRAND ST,"NEW YORK, NEW YORK",(917) 388-2329
new_york,LERIN DRUG CO INC,(pharmacy dme freestanding),501 W 113TH ST,"NEW YORK, NEW YORK",(212) 678-0636
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),500 W 42ND ST,"NEW YORK, NEW YORK",(212) 244-4285
new_york,DUANE READE #232,(pharmacy dme freestanding),1498 YORK AVE,"NEW YORK, NEW YORK",(847) 527-4410
new_york,JOSEPH PHARMACY,(pharmacy dme freestanding),216 W 72ND ST,"NEW YORK, NEW YORK",(212) 875-1718
new_york,JULIE PHARMACY CORPORATION,(pharmacy dme freestanding),3621 BROADWAY,"NEW YORK, NEW YORK",(646) 791-5237
new_york,RYAN DRUGS LLC,(pharmacy dme freestanding),801 AMSTERDAM AVE,"NEW YORK, NEW YORK",(212) 678-0084
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),158 BLEECKER ST,"NEW YORK, NEW YORK",(212) 982-3133
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),130 DYCKMAN ST,"NEW YORK, NEW YORK",(212) 304-4739
new_york,RIVERSIDE SRX INC,(pharmacy dme freestanding),2920 FREDERICK DOUGLASS BLVD,"NEW YORK, NEW YORK",(212) 491-5500
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),757 3RD AVE,"NEW YORK, NEW YORK",(212) 758-2503
new_york,DUANE READE #297,(pharmacy dme freestanding),900 8TH AVE,"NEW YORK, NEW YORK",(847) 527-4410
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),65 5TH AVE,"NEW YORK, NEW YORK",(212) 255-0293
new_york,SAINT TERESAS PHARMACY INC,(pharmacy dme freestanding),3849 10TH AVE,"NEW YORK, NEW YORK",(212) 304-4541
new_york,HARMONY PHARMACY INC,(pharmacy dme freestanding),128-138 MOTT ST UNIT 102B,"NEW YORK, NEW YORK",(212) 226-2881
new_york,ALL HEALTH PHARMACY CORP,(pharmacy dme freestanding),118 MOTT ST,"NEW YORK, NEW YORK",(212) 431-4398
new_york,HEALTH RITE PHARMACY INC,(pharmacy dme freestanding),1988 AMSTERDAM AVE,"NEW YORK, NEW YORK",(212) 781-8888
new_york,SAINT MARIA PHARMACY,(pharmacy dme freestanding),1328 SAINT NICHOLAS AVE,"NEW YORK, NEW YORK",(212) 568-1383
new_york,TULSI PHARMACY,(pharmacy dme freestanding),565 W 181ST ST,"NEW YORK, NEW YORK",(212) 543-2616
new_york,THERESA PHARMACY,(pharmacy dme freestanding),3901 BROADWAY,"NEW YORK, NEW YORK",(212) 923-7617
new_york,DUANE READE #174,(pharmacy dme freestanding),200 WATER ST,"NEW YORK, NEW YORK",(847) 527-4410
new_york,EXPRESS DRUGS AND SURGICALS,(pharmacy dme freestanding),2381 FREDERICK DOUGLASS BLVD,"NEW YORK, NEW YORK",(212) 749-6626
new_york,DUANE READE #246,(pharmacy dme freestanding),777 6TH AVE,"NEW YORK, NEW YORK",(847) 527-4410
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),338 E 23RD ST,"NEW YORK, NEW YORK",(212) 505-1555
new_york,NAMDOR INC,(pharmacy dme freestanding),227 9TH AVE,"NEW YORK, NEW YORK",(212) 373-8440
new_york,BAYARD LC PHARMACY CORP,(pharmacy dme freestanding),62 BAYARD ST,"NEW YORK, NEW YORK",(212) 219-8116
new_york,HSV DRUGS INC,(pharmacy dme freestanding),27 LENOX AVE,"NEW YORK, NEW YORK",(212) 678-9722
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),1 COLUMBUS PL,"NEW YORK, NEW YORK",(212) 245-0636
new_york,CORBY PHARMA INC,(pharmacy dme freestanding),988 1ST AVE,"NEW YORK, NEW YORK",(212) 755-6632
new_york,JMC PHARMACY INC,(pharmacy dme freestanding),3875 BROADWAY UNIT A,"NEW YORK, NEW YORK",(516) 523-6948
new_york,CVS PHARMACY #07186,(pharmacy dme freestanding),420 5TH AVE,"NEW YORK, NEW YORK",(212) 302-7234
new_york,LENOXHILL PHARMACY INC,(pharmacy dme freestanding),1410 2ND AVE,"NEW YORK, NEW YORK",(212) 879-0910
new_york,WELL GREEN PHARMACY INC,(pharmacy dme freestanding),1969 AMSTERDAM AVE,"NEW YORK, NEW YORK",(212) 491-7700
new_york,MEDICINE PLUS PHARMACY,(pharmacy dme freestanding),517A W 181ST ST,"NEW YORK, NEW YORK",(212) 705-8717
new_york,HEALARIAN PHARMACY,(pharmacy dme freestanding),1658 3RD AVE,"NEW YORK, NEW YORK",(212) 317-0828
new_york,CVS PHARMACY 10235,(pharmacy dme freestanding),800 10TH AVE,"NEW YORK, NEW YORK",(401) 765-1500
new_york,MARCIA PHARMACY,(pharmacy dme freestanding),217 E 106TH ST,"NEW YORK, NEW YORK",(212) 534-1939
new_york,173 PHARMACY CORP,(pharmacy dme freestanding),572 W 173RD ST,"NEW YORK, NEW YORK",(646) 692-4646
new_york,PARVJAYRON CORP,(pharmacy dme freestanding),1341 SAINT NICHOLAS AVE,"NEW YORK, NEW YORK",(212) 795-3033
new_york,DRUG MART II PHARMACY,(pharmacy dme freestanding),4873 BROADWAY,"NEW YORK, NEW YORK",(212) 569-4400
new_york,1400 ST NICHOLAS LLC,(pharmacy dme freestanding),1400 SAINT NICHOLAS AVE,"NEW YORK, NEW YORK",(212) 568-5454
new_york,METRO DRUGS 14TH ST CORP,(pharmacy dme freestanding),243 E 60TH ST FL 1,"NEW YORK, NEW YORK",(212) 794-7200
new_york,CVS PHARMACY #10827,(pharmacy dme freestanding),3536 BROADWAY,"NEW YORK, NEW YORK",(212) 281-6009
new_york,GOLDEN STAR PHARMACY INC,(pharmacy dme freestanding),1-3 ELDRIDGE ST STORE A,"NEW YORK, NEW YORK",(212) 343-8800
new_york,DUANE READE #292,(pharmacy dme freestanding),1091 LEXINGTON AVE,"NEW YORK, NEW YORK",(847) 527-4410
new_york,SAN PEDRO PHARMACY,(pharmacy dme freestanding),1381 SAINT NICHOLAS AVE,"NEW YORK, NEW YORK",(212) 928-7263
new_york,GRAND PHARMACEUTICAL LLC,(pharmacy dme freestanding),215 GRAND ST # 7,"NEW YORK, NEW YORK",(212) 625-9505
new_york,HEALTHY PHARMACY INCORPORATE,(pharmacy dme freestanding),108 BOWERY,"NEW YORK, NEW YORK",(212) 966-8682
new_york,ESCRIPT360 NYC LLC,(pharmacy dme freestanding),1299 1ST AVE,"NEW YORK, NEW YORK",(212) 535-1700
new_york,WALGREEN EASTERN CO INC,(pharmacy dme freestanding),298 1ST AVE,"NEW YORK, NEW YORK",(847) 527-2207
new_york,MIDTOWN MEDICINE,(pharmacy dme freestanding),163 E 36TH ST,"NEW YORK, NEW YORK",(917) 819-0908
new_york,DOWNTOWN PHARMACY INC,(pharmacy dme freestanding),165 WILLIAM ST,"NEW YORK, NEW YORK",(212) 233-0333
new_york,GOOD HEALTH FAMILY PHARMACY,(pharmacy dme freestanding),449 W 125TH ST,"NEW YORK, NEW YORK",(212) 665-6007
new_york,APOLLO PHARMACY 20 CORP,(pharmacy dme freestanding),2255 ADAM CLAYTON POWELL JR BLVD,"NEW YORK, NEW YORK",(917) 477-3472
new_york,WEST FARMS PHARMACY,(pharmacy dme freestanding),11 EDWARD M MORGAN PL,"NEW YORK, NEW YORK",(212) 234-1800
new_york,DUANE READE #265,(pharmacy dme freestanding),125 3RD AVE # 133,"NEW YORK, NEW YORK",(217) 709-2324
new_york,LIFE PHARMS II INC,(pharmacy dme freestanding),471 LENOX AVE,"NEW YORK, NEW YORK",(212) 694-5700
new_york,COMFORT CARE PHARMACY INC,(pharmacy dme freestanding),1990 LEXINGTON AVE,"NEW YORK, NEW YORK",(212) 410-4200
new_york,DUANE READE #417,(pharmacy dme freestanding),568 W 125TH ST,"NEW YORK, NEW YORK",(847) 527-4410
new_york,SB PHARMACY INC,(pharmacy dme freestanding),2729 E 124TH ST,"NEW YORK, NEW YORK",(212) 534-2749
new_york,GROVE DRUGS,(pharmacy dme freestanding),302 W 12TH ST,"NEW YORK, NEW YORK",(212) 928-7527
new_york,MIDWEST PHARMACY INC,(pharmacy dme freestanding),791 9TH AVE,"NEW YORK, NEW YORK",(212) 581-0888
new_york,HEALTHY HEIGHTS PHARMACY INC,(pharmacy dme freestanding),1370 SAINT NICHOLAS AVE FRNT 2,"NEW YORK, NEW YORK",(212) 928-1999
new_york,RITE AID #2010,(pharmacy dme freestanding),4046 BROADWAY,"NEW YORK, NEW YORK",(717) 761-2633
new_york,HALPERN PHARMACY,(pharmacy dme freestanding),331 E 23RD ST,"NEW YORK, NEW YORK",(212) 683-0148
new_york,CANALBERRY CORP,(pharmacy dme freestanding),82 MULBERRY ST FRNT B,"NEW YORK, NEW YORK",(212) 619-6190
new_york,APOLLO PHARMACY,(pharmacy dme freestanding),98 E BROADWAY,"NEW YORK, NEW YORK",(212) 862-7700
new_york,HEALTHSOURCE PHARMACY INC,(pharmacy dme freestanding),1296 2ND AVE,"NEW YORK, NEW YORK",(212) 794-8700
new_york,CVS PHARMACY 17842,(pharmacy dme freestanding),258 8TH AVE,"NEW YORK, NEW YORK",(212) 479-5190
new_york,CVS PHARMACY 17688,(pharmacy dme freestanding),255 GREENWICH ST,"NEW YORK, NEW YORK",(401) 765-1500
new_york,DUANE READE #392,(pharmacy dme freestanding),1052 1ST AVE,"NEW YORK, NEW YORK",(847) 527-4410
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),475 6TH AVE,"NEW YORK, NEW YORK",(212) 337-3242
new_york,NKS PHARMACY INC,(pharmacy dme freestanding),50 UNIVERSITY PL,"NEW YORK, NEW YORK",(212) 473-4166
new_york,ELINICK PHARMACY INC,(pharmacy dme freestanding),52 SHERMAN AVE,"NEW YORK, NEW YORK",(212) 567-5130
new_york,DUANE READE,(pharmacy dme freestanding),304 PARK AVE S,"NEW YORK, NEW YORK",(847) 527-4410
new_york,FARMACIA CENTRAL INC,(pharmacy dme freestanding),102 NAGLE AVE,"NEW YORK, NEW YORK",(212) 942-5050
new_york,HEALTHY LEX PHARMACY CORP,(pharmacy dme freestanding),1901 LEXINGTON AVE,"NEW YORK, NEW YORK",(646) 869-0069
new_york,UPPER MADISON DRUGS,(pharmacy dme freestanding),1590 MADISON AVE,"NEW YORK, NEW YORK",(212) 427-4382
new_york,DUANE READE #465,(pharmacy dme freestanding),949 3RD AVE,"NEW YORK, NEW YORK",(847) 527-4410
new_york,JUSTIN PHARMACY INC,(pharmacy dme freestanding),3860 BROADWAY,"NEW YORK, NEW YORK",(212) 923-6111
new_york,AJANTA PHARMACY CORP,(pharmacy dme freestanding),2718 8TH AVE,"NEW YORK, NEW YORK",(212) 283-6228
new_york,ERXCITY CORP,(pharmacy dme freestanding),185 CANAL ST,"NEW YORK, NEW YORK",(212) 625-8339
new_york,MEDILAND DRUGS,(pharmacy dme freestanding),227 AVENUE B,"NEW YORK, NEW YORK",(212) 505-1788
new_york,ORLY PHARMACY INC,(pharmacy dme freestanding),1401 3RD AVE,"NEW YORK, NEW YORK",(212) 260-4900
new_york,MOTT ST PHARMACY INC,(pharmacy dme freestanding),11 MOTT ST,"NEW YORK, NEW YORK",(212) 732-3888
new_york,NATURES CURE PHARMACY INC,(pharmacy dme freestanding),324 E 34TH ST,"NEW YORK, NEW YORK",(212) 545-9393
new_york,CVS ALBANY LLC # 10112,(pharmacy dme freestanding),288 SAINT NICHOLAS AVE,"NEW YORK, NEW YORK",(401) 765-1500
new_york,CVS ALBANY LLC # 10970,(pharmacy dme freestanding),305 E 86TH ST,"NEW YORK, NEW YORK",(401) 765-1500
new_york,CVS ALBANY LLC,(pharmacy dme freestanding),1294 LEXINGTON AVE,"NEW YORK, NEW YORK",(401) 765-1500
